Budget currency,Date,Week,Month,Year,Hour,Advertiser account name,Advertiser account ID,Ad product,Portfolio ID,Portfolio name,Campaign ID,Campaign name,Campaign budget amount,Campaign bid strategy,Campaign rule amount,Campaign cost type,Campaign delivery status,Ad group ID,Ad group name,Ad group delivery status,Advertised product ID,Advertised product SKU,Placement Name,Placement size,Site or app,Placement classification,Target value,Target match type,Search term,Matched target,Impressions,Invalid impression rate,Clicks,Invalid clicks,Viewable CTR (vCTR),CTR,CPC,Viewable rate,Viewable impressions,Total cost,Purchases (all views),Sales (all views),Units sold (all views),Cost per purchase (all views),Purchase rate (all views),Purchase rate over clicks (all views),ROAS (all views),Purchases (new to brand),Purchase rate (new to brand),Detail page views,"Purchases (halo, all views)","Sales (halo, all views)","Units sold (halo, all views)",Detail page view rate,Add to cart,Add to list,Long-term sales,Long-term ROAS,Purchases (combined),ROAS (combined),ROAS from clicks (combined),Sales (combined),Units sold (combined),Cost per purchase (combined),Purchase rate (combined)
USD,"Jan 25, 2026",4,1,2026,22,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,68925360001158,B0F74SWMRF - Ninja Blender Blade Replacement - 7-Fin,"=""37803562969861""",Sp Kw Br ninja blades replacement - B0F74SWMRF,5,legacy,,CPC,ENABLED,"=""300736397690508""",Sp Kw Br ninja blades replacement - B0F74SWMRF,ENABLED,B0F74SWMRF,MA-7YSQ-QFAK,UNKNOWN,,Unknown,Other on-Amazon,,,ninja blender blade bn751,ninja blender blade bn751,2,0.0%,1,0,,50.0%,0.4,,0,0.4,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 20, 2026",4,1,2026,11,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,118163182088436,B0DT9QXCC3 - Pour Over Coffee Dripper,"=""423560911548046""",Sp Kw Scavenger - B0DT9QXCC3,5,legacy,,CPC,ENABLED,"=""368781255379665""",Sp Kw Scavenger - B0DT9QXCC3,ENABLED,B0DT9QXCC3,P7-IPNB-14CQ,UNKNOWN,,Unknown,Other on-Amazon,pour over coffee dripper,BROAD,pour over coffee dripper,pour over coffee dripper,4,50.0%,1,0,,25.0%,0.33,,0,0.33,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,11,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,68925360001158,B0F74SWMRF - Ninja Blender Blade Replacement - 7-Fin,"=""37803562969861""",Sp Kw Br ninja blades replacement - B0F74SWMRF,5,legacy,,CPC,ENABLED,"=""300736397690508""",Sp Kw Br ninja blades replacement - B0F74SWMRF,ENABLED,B0F74SWMRF,MA-7YSQ-QFAK,UNKNOWN,,Unknown,Other on-Amazon,,,ninja smoothie blade replacement,ninja smoothie blade replacement,0,,1,0,,,0.4,,0,0.4,0,0.0,0,,,0.0%,0.0,0,,0,0,0.0,0,,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,
USD,"Jan 24, 2026",4,1,2026,13,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,262970418448725,Scavengers and Tests Ketar,"=""423116379077948""",SP Pt Scavenger,7,legacy,,CPC,ENABLED,"=""351673424984431""",SP Pt Scavenger,ENABLED,B074T2FWJY,LB-SRU9-1SJI,UNKNOWN,,Unknown,Detail Page on-Amazon,"category=""Tea Filters""",TARGETING_EXPRESSION,B07L4CKDML,B07L4CKDML,3,0.0%,1,0,,33.3333%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,17,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,68925360001158,B0F74SWMRF - Ninja Blender Blade Replacement - 7-Fin,"=""37803562969861""",Sp Kw Br ninja blades replacement - B0F74SWMRF,5,legacy,,CPC,ENABLED,"=""300736397690508""",Sp Kw Br ninja blades replacement - B0F74SWMRF,ENABLED,B0F74SWMRF,MA-7YSQ-QFAK,UNKNOWN,,Unknown,Other on-Amazon,,,ninja blade replacement,ninja blade replacement,3,0.0%,1,0,,33.3333%,0.4,,0,0.4,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,18,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,206589068159462,B0F74RXW97 - Ninja Blender Blade Replacement for 72 oz Pitcher,"=""352355132229766""",Sp Kw Ex ninja blender blade replacement - B0F74RXW97,5,legacy,,CPC,ENABLED,"=""537700036533144""",Sp Kw Ex ninja blender blade replacement - B0F74RXW97,ENABLED,B0F74RXW97,MO-5EME-L6U2,UNKNOWN,,Unknown,Other on-Amazon,ninja blender blade replacement,EXACT,ninja blender blade replacement,ninja blender blade replacement,20,9.0909%,1,0,,5.0%,0.55,,0,0.55,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
CAD,"Jan 20, 2026",4,1,2026,16,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,102242781023465,B0DT9QXCC3 - Pour Over Coffee Dripper,"=""403164178383772""",Sp Kw Ex - B0DT9QXCC3,5,legacy,,CPC,ENABLED,"=""338682457443413""",Sp Kw Ex - B0DT9QXCC3,ENABLED,B0DT9QXCC3,01-X8ZR-IKH2,UNKNOWN,,Unknown,Top of Search on-Amazon,,,coffee pour over,coffee pour over,2,0.0%,1,0,,50.0%,0.6,,0,0.6,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
CAD,"Jan 22, 2026",4,1,2026,18,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,70494018595470,B0FBRRRV8P - ear covers,"=""480964604294138""",Sp Kw Auto Cm - B0FBRRRV8P,5,legacy,,CPC,ENABLED,"=""315727858275355""",Sp Kw Auto Cm - B0FBRRRV8P,ENABLED,B0FBRRRV8P,3L-3PRI-C4CQ,UNKNOWN,,Unknown,Top of Search on-Amazon,close-match,TARGETING_EXPRESSION_PREDEFINED,ear cover for spa,ear cover for spa,1,0.0%,1,1,,100.0%,0.34,,0,0.34,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
CAD,"Jan 20, 2026",4,1,2026,15,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,187455897394742,B074T2FWJY - Tea Strainers for Loose Tea,"=""501450257308397""",Sp Kw Br tea+infuser - B074T2FWJY,5,legacy,,CPC,ENABLED,"=""309401773759839""",Sp Kw Br tea+infuser - B074T2FWJY,ENABLED,B074T2FWJY,VI-CRJN-K0RB,UNKNOWN,,Unknown,Other on-Amazon,tea+infuser,EXACT,tea infuser,tea infuser,39,0.0%,1,0,,2.5641%,0.45,,0,0.45,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,17,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,250099214177971,B0F75V7P54 - Ninja Blender Top Replacement Lid,"=""487688086108193""",SP Kw Ex ninja blender replacement parts - B0F75V7P54,5,legacy,,CPC,ENABLED,"=""347568848500864""",SP Kw Ex ninja blender replacement parts - B0F75V7P54,ENABLED,B0F75V7P54,EL-EQQZ-EAJB,UNKNOWN,,Unknown,Other on-Amazon,ninja blender replacement parts,EXACT,ninja blender replacement parts,ninja blender replacement parts,22,4.3478%,1,1,,4.5455%,0.45,,0,0.45,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,13,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,224357461451146,B0DJT6KZPV - Stainless Steel Ice Pick,"=""307090911967881""",Sp KW Ex Tos - ice picks for breaking ice in freezer - B0DJT6KZPV,8,legacy,,CPC,ENABLED,"=""325615319107202""",Sp KW Ex - ice picks for breaking ice in freezer - B0DJT6KZPV,ENABLED,B0DJT6KZPV,8P-WZQ9-1W3R,UNKNOWN,,Unknown,Top of Search on-Amazon,ice picks for breaking ice in freezer,EXACT,ice picks for breaking ice in freezer,ice picks for breaking ice in freezer,1,0.0%,1,0,,100.0%,0.92,,0,0.92,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
CAD,"Jan 22, 2026",4,1,2026,19,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,102242781023465,B0DT9QXCC3 - Pour Over Coffee Dripper,"=""22218124093664""",Sp Pt - B0DT9QXCC3,5,legacy,,CPC,ENABLED,"=""558259306520823""",Sp Pt - B0DT9QXCC3,ENABLED,B0DT9QXCC3,01-X8ZR-IKH2,UNKNOWN,,Unknown,Detail Page on-Amazon,,,B09CQ7Y37D,B09CQ7Y37D,6,0.0%,1,0,,16.6667%,0.45,,0,0.45,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,8,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,222549613359669,B0F74TJH24 - Ninja Replacement Blades,"=""407587039105863""",SP Kw Br [Rule-based bidding - Roas 5] 7 fin ninja blender - B0F74TJH24,8,ruleBased,,CPC,ENABLED,"=""532241864093964""",SP Kw Br 7 fin ninja blender - B0F74TJH24,ENABLED,B0F74TJH24,4C-RY24-QNAN,UNKNOWN,,Unknown,Other on-Amazon,7 fin ninja blender,BROAD,extractor blade assembly 7 fins ninja blender,extractor blade assembly 7 fins ninja blender,1,0.0%,1,0,,100.0%,0.58,,0,0.58,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,15,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""426912518240951""",SB Prod Collection Paraffin Bags,10,unknown,,CPC,ENABLED,"=""553381897147793""",SB Prod Collection Paraffin Bags,ENABLED,,,UNKNOWN,,Unknown,Other on-Amazon,paraffin wax for hand and feet,BROAD,paraffin lotion,paraffin lotion,1,0.0%,1,0,100.0%,100.0%,0.3,,1,0.3,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,13,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,164066805119664,B078WRV6W1 - Foldable Hair Brush Top,"=""467196019436980""",Sp Kw Ex Ros - small hair brush - B078WRV6W1,5,legacy,,CPC,ENABLED,"=""507378480480794""",small hair brush,ENABLED,B078WRV6W1,FD-8UKX-6LXG,UNKNOWN,,Unknown,Top of Search on-Amazon,small hair brush,EXACT,small hair brushes,small hair brushes,1,0.0%,1,0,,100.0%,0.84,,0,0.84,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,6,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""426912518240951""",SB Prod Collection Paraffin Bags,10,unknown,,CPC,ENABLED,"=""553381897147793""",SB Prod Collection Paraffin Bags,ENABLED,,,UNKNOWN,,Unknown,Top of Search on-Amazon,keywords-related-to-your-landing-pages,THEME,gloves for foot,gloves for foot,1,0.0%,1,0,100.0%,100.0%,0.24,,1,0.24,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,17,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,262970418448725,Scavengers and Tests Ketar,"=""423116379077948""",SP Pt Scavenger,7,legacy,,CPC,ENABLED,"=""351673424984431""",SP Pt Scavenger,ENABLED,B07JFC2H2Y,P8-S7RB-DHBT,UNKNOWN,,Unknown,Detail Page on-Amazon,"asin-expanded=""B0CWGZV962""",TARGETING_EXPRESSION,B0D46P51FL,B0D46P51FL,1,0.0%,1,0,,100.0%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 20, 2026",4,1,2026,11,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,135041252058689,B0FBRRRV8P - Ear Covers,"=""472737763512983""",SBV Kw Br ear cover for shover - B0FBRRRV8P,10,manual,1500000,CPC,ENABLED,"=""508561452032111""",SBV Kw Br ear cover for shover - B0FBRRRV8P,ENABLED,,,UNKNOWN,,Unknown,Top of Search on-Amazon,ear cover for shover,BROAD,ear covers for shower,ear covers for shower,5,0.0%,1,0,50.0%,20.0%,0.58,,2,0.58,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,8,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,158965072190878,B0F74Q5JXY - Ninja Blender Cups Replacement,"=""391013535933893""",SP Kw Br 32+oz+blender+cups - B0F74Q5JXY,5,legacy,,CPC,ENABLED,"=""554089954899671""",SP Kw Br 32+oz+blender+cups - B0F74Q5JXY,ENABLED,B0F74Q5JXY,TO-2M2N-47CD,UNKNOWN,,Unknown,Top of Search on-Amazon,32+oz+blender+cups,BROAD,ninja blender 32 oz replacement cups,ninja blender 32 oz replacement cups,1,0.0%,1,0,,100.0%,1.0,,0,1.0,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,2,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""45581331649981""",SB Prod Col Tea and Coffee Items - B074T2FWJY,5,manual,,CPC,ENABLED,"=""424572662727013""",SB Prod Col Tea and Coffee Items - B074T2FWJY,ENABLED,,,UNKNOWN,,Unknown,Other on-Amazon,keywords-related-to-your-landing-pages,THEME,small tea leaf holder,small tea leaf holder,1,0.0%,1,1,100.0%,100.0%,0.15,,1,0.15,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,15,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,222549613359669,B0F74TJH24 - Ninja Replacement Blades,"=""407587039105863""",SP Kw Br [Rule-based bidding - Roas 5] 7 fin ninja blender - B0F74TJH24,8,ruleBased,,CPC,ENABLED,"=""532241864093964""",SP Kw Br 7 fin ninja blender - B0F74TJH24,ENABLED,B0F74TJH24,4C-RY24-QNAN,UNKNOWN,,Unknown,Top of Search on-Amazon,7 fin ninja blender,BROAD,7 fin ninja blender,7 fin ninja blender,2,0.0%,1,0,,50.0%,1.02,,0,1.02,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 20, 2026",4,1,2026,13,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,135041252058689,B0FBRRRV8P - Ear Covers,"=""472737763512983""",SBV Kw Br ear cover for shover - B0FBRRRV8P,10,manual,1500000,CPC,ENABLED,"=""508561452032111""",SBV Kw Br ear cover for shover - B0FBRRRV8P,ENABLED,,,UNKNOWN,,Unknown,Other on-Amazon,ear cover for shover,BROAD,shower caps for ears,shower caps for ears,1,0.0%,1,0,100.0%,100.0%,0.55,,1,0.55,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,21,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,222549613359669,B0F74TJH24 - Ninja Replacement Blades,"=""423237183620109""",Sp Kw Ex ninja blades replacement - B0F74TJH24,5,legacy,,CPC,ENABLED,"=""371904437439285""",Sp Kw Ex ninja blades replacement - B0F74TJH24,ENABLED,B0F74TJH24,4C-RY24-QNAN,UNKNOWN,,Unknown,Other on-Amazon,,,ninja blades replacement,ninja blades replacement,15,11.7647%,1,0,,6.6667%,0.63,,0,0.63,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,5,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,135041252058689,B0FBRRRV8P - Ear Covers,"=""524220833177771""",SP Kw Tos - ear covers for shower - B0FBRRRV8P,15,legacy,,CPC,ENABLED,"=""474385609812229""",SP Kw - ear covers for shower - B0FBRRRV8P,ENABLED,B0FBRRRV8P,XL-RQXL-73BS,UNKNOWN,,Unknown,Top of Search on-Amazon,ear covers for shower,EXACT,ear covers for shower,ear covers for shower,7,12.5%,1,0,,14.2857%,0.57,,0,0.57,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,20,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,135041252058689,B0FBRRRV8P - Ear Covers,"=""524220833177771""",SP Kw Tos - ear covers for shower - B0FBRRRV8P,15,legacy,,CPC,ENABLED,"=""474385609812229""",SP Kw - ear covers for shower - B0FBRRRV8P,ENABLED,B0FBRRRV8P,XL-RQXL-73BS,UNKNOWN,,Unknown,Top of Search on-Amazon,ear covers for shower,EXACT,ear covers for shower,ear covers for shower,5,0.0%,2,0,,40.0%,0.6,,0,1.2,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,2,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""426912518240951""",SB Prod Collection Paraffin Bags,10,unknown,,CPC,ENABLED,"=""553381897147793""",SB Prod Collection Paraffin Bags,ENABLED,,,UNKNOWN,,Unknown,Other on-Amazon,paraffin gloves for hands,BROAD,silicone hand and feet gloves,silicone hand and feet gloves,1,0.0%,1,0,100.0%,100.0%,0.43,,1,0.43,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,20,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,141786303486095,B074T2FWJY - Heart Tea Infuser,"=""559097248370412""",SP Kw Br Tos tea+infusers - B074T2FWJY,5,legacy,,CPC,ENABLED,"=""552327702284296""",SP Kw Br tea+infusers - B074T2FWJY,ENABLED,B074T2FWJY,LB-SRU9-1SJI,UNKNOWN,,Unknown,Detail Page on-Amazon,tea+infusers,BROAD,tea infuser ball,tea infuser ball,30,3.2258%,1,0,,3.3333%,0.22,,0,0.22,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,0,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,141786303486095,B074T2FWJY - Heart Tea Infuser,"=""559097248370412""",SP Kw Br Tos tea+infusers - B074T2FWJY,5,legacy,,CPC,ENABLED,"=""552327702284296""",SP Kw Br tea+infusers - B074T2FWJY,ENABLED,B074T2FWJY,LB-SRU9-1SJI,UNKNOWN,,Unknown,Detail Page on-Amazon,tea+infusers,BROAD,tea infuser ball,tea infuser ball,2,0.0%,1,0,,50.0%,0.22,,0,0.22,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,8,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,222549613359669,B0F74TJH24 - Ninja Replacement Blades,"=""407587039105863""",SP Kw Br [Rule-based bidding - Roas 5] 7 fin ninja blender - B0F74TJH24,8,ruleBased,,CPC,ENABLED,"=""532241864093964""",SP Kw Br 7 fin ninja blender - B0F74TJH24,ENABLED,B0F74TJH24,4C-RY24-QNAN,UNKNOWN,,Unknown,Top of Search on-Amazon,7 fin ninja blender,BROAD,ninja blender replacement parts 7 fins,ninja blender replacement parts 7 fins,1,0.0%,1,0,,100.0%,1.19,,0,1.19,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,11,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,135041252058689,B0FBRRRV8P - Ear Covers,"=""363141083541516""",Sp Kw Ex Tos - ear covers for hair dye - B0FBRRRV8P,10,legacy,,CPC,ENABLED,"=""368144401564016""",Sp Kw Ex - ear covers for hair dye - B0FBRRRV8P,ENABLED,B0FBRRRV8P,XL-RQXL-73BS,UNKNOWN,,Unknown,Detail Page on-Amazon,ear covers for hair dye,EXACT,ear covers for hair dye,ear covers for hair dye,8,20.0%,1,0,,12.5%,0.3,,0,0.3,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,17,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""39917430047838""",SB Prod Col Ninja Cups - B0F74TNP9L,5,manual,,CPC,ENABLED,"=""357707209332371""",SB Prod Col Ninja Cups - B0F74TNP9L,ENABLED,,,UNKNOWN,,Unknown,Other on-Amazon,keywords-related-to-your-landing-pages,THEME,ninja nj600 replacement parts,ninja nj600 replacement parts,3,0.0%,1,0,100.0%,33.3333%,0.2,,1,0.2,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
CAD,"Jan 23, 2026",4,1,2026,15,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,102242781023465,B0DT9QXCC3 - Pour Over Coffee Dripper,"=""22218124093664""",Sp Pt - B0DT9QXCC3,5,legacy,,CPC,ENABLED,"=""558259306520823""",Sp Pt - B0DT9QXCC3,ENABLED,B0DT9QXCC3,01-X8ZR-IKH2,UNKNOWN,,Unknown,Other on-Amazon,,,B0D66PRVZK,B0D66PRVZK,8,11.1111%,1,0,,12.5%,0.45,,0,0.45,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
CAD,"Jan 23, 2026",4,1,2026,15,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,102242781023465,B0DT9QXCC3 - Pour Over Coffee Dripper,"=""403164178383772""",Sp Kw Ex - B0DT9QXCC3,5,legacy,,CPC,ENABLED,"=""338682457443413""",Sp Kw Ex - B0DT9QXCC3,ENABLED,B0DT9QXCC3,01-X8ZR-IKH2,UNKNOWN,,Unknown,Detail Page on-Amazon,pour over coffee maker,EXACT,pour over coffee maker,pour over coffee maker,9,0.0%,1,0,,11.1111%,0.03,,0,0.03,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,20,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,141786303486095,B074T2FWJY - Heart Tea Infuser,"=""559097248370412""",SP Kw Br Tos tea+infusers - B074T2FWJY,5,legacy,,CPC,ENABLED,"=""552327702284296""",SP Kw Br tea+infusers - B074T2FWJY,ENABLED,B074T2FWJY,LB-SRU9-1SJI,UNKNOWN,,Unknown,Detail Page on-Amazon,tea+infusers,BROAD,tea infuser baby shower,tea infuser baby shower,4,0.0%,1,0,,25.0%,0.22,,0,0.22,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,13,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,23346572396872,B08V85NWJS - Foot Covers 200,"=""344573843978177""",Sp Kw Br +bag+for+foot  - B08V85NWJS,15,legacy,,CPC,ENABLED,"=""561167058258243""",Sp Kw Br +bag+for+foot  - B08V85NWJS,ENABLED,B08V85NWJS,W3-JH40-WU6D,UNKNOWN,,Unknown,Detail Page on-Amazon,+bag+for+foot,BROAD,teawoo foot bags for moisturizing,teawoo foot bags for moisturizing,1,0.0%,1,0,,100.0%,0.31,,0,0.31,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
