Budget currency,Date,Week,Month,Year,Hour,Advertiser account ID,Advertiser account name,Ad product,Portfolio ID,Portfolio name,Campaign ID,Campaign name,Campaign budget amount,Campaign delivery status,Campaign bid strategy,Campaign rule amount,Campaign cost type,Ad group ID,Ad group name,Ad group delivery status,Advertised product ID,Advertised product SKU,Placement Name,Placement size,Site or app,Placement classification,Target value,Target match type,Search term,Matched target,Impressions,Invalid impression rate,Clicks,Invalid clicks,Viewable CTR (vCTR),CTR,CPC,Viewable rate,Viewable impressions,Total cost,Purchases (all views),Sales (all views),Units sold (all views),Cost per purchase (all views),Purchase rate (all views),Purchase rate over clicks (all views),ROAS (all views),Purchases (new to brand),Purchase rate (new to brand),Detail page views,"Purchases (halo, all views)","Sales (halo, all views)","Units sold (halo, all views)",Detail page view rate,Add to cart,Add to list,Long-term sales,Long-term ROAS,Purchases (combined),ROAS (combined),ROAS from clicks (combined),Sales (combined),Units sold (combined),Cost per purchase (combined),Purchase rate (combined)
USD,"Jan 24, 2026",4,1,2026,15,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,258730673842577,B0917J3DBG - Hose Clamp Pliers,"=""544496094566361""",SP Kw Ex hose clamp tool - B0917J3DBG,10,ENABLED,legacy,1500000,CPC,"=""453188161856545""",Exact,ENABLED,B0917J3DBG,ZP-NXDK-UGDV,UNKNOWN,,Unknown,Top of Search on-Amazon,hose clamp tool,EXACT,hose clamp tool,hose clamp tool,4,0.0%,2,0,,50.0%,0.72,,0,1.44,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,18,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,168395887663498,B075R3XR7Y - 4Pcs Cocktail Spoon Long,"=""351218027449602""",Sp Kw Ex Tos stirring spoons - B075R3XR7Y,7,ENABLED,legacy,,CPC,"=""554015681044121""",B075R3XR7Y-SP-Ext-stirring spoons,ENABLED,B075R3XR7Y,EM-5VD0-2FC5,UNKNOWN,,Unknown,Top of Search on-Amazon,stirring spoons,EXACT,stirring spoons,stirring spoons,2,0.0%,1,0,,50.0%,0.62,,0,0.62,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 27, 2026",5,1,2026,13,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,258730673842577,B0917J3DBG - Hose Clamp Pliers,"=""411090563081944""",Sp Kw Br +hose+clamp+pliers - B0917J3DBG,6,ENABLED,legacy,,CPC,"=""430105112312244""",Sp Kw Br +HOSE +CLAMP +PLIERS - B0917J3DBG,ENABLED,B0917J3DBG,ZP-NXDK-UGDV,UNKNOWN,,Unknown,Top of Search on-Amazon,+hose+clamp+pliers,BROAD,dodge coolant hose clamp pliers,dodge coolant hose clamp pliers,1,0.0%,1,0,,100.0%,0.6,,0,0.6,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 27, 2026",5,1,2026,19,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,194611606372494,B0DNV3D8HW - Cv Boot Pliers,"=""506844632601057""",Sp Kw Ex - cv boot clamp tool - B0DNV3D8HW,5,ENABLED,legacy,,CPC,"=""561948301281796""",Sp Kw Ex - cv boot clamp tool - B0DNV3D8HW,ENABLED,B0DNV3D8HW,7Z-LI33-MQHP,UNKNOWN,,Unknown,Detail Page on-Amazon,cv boot clamp tool,EXACT,cv boot clamp tool,cv boot clamp tool,2,71.4286%,1,0,,50.0%,0.3,,0,0.3,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,18,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""299362373048865""",SP Kw Scavenger Smile,10,ENABLED,legacy,1500000,CPC,"=""401774250700970""",SP Kw Scavenger,ENABLED,B0F21R4P2H,LX-1WBT-WI53,UNKNOWN,,Unknown,Other on-Amazon,stir spoon,BROAD,"9"" black stirring spoons","9"" black stirring spoons",1,0.0%,1,0,,100.0%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,9,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""299362373048865""",SP Kw Scavenger Smile,10,ENABLED,legacy,1500000,CPC,"=""401774250700970""",SP Kw Scavenger,ENABLED,B01CYB8RDY,LE-TH13-0N9I,UNKNOWN,,Unknown,Detail Page on-Amazon,"keyword-group=""Keywords related to your product category""",TARGETING_EXPRESSION,reusable bags,reusable bags,4,0.0%,1,0,,25.0%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,19,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""299362373048865""",SP Kw Scavenger Smile,10,ENABLED,legacy,1500000,CPC,"=""401774250700970""",SP Kw Scavenger,ENABLED,B01CYB8RDY,LE-TH13-0N9I,UNKNOWN,,Unknown,Detail Page on-Amazon,travel pack,BROAD,foldable bag,foldable bag,77,0.0%,1,0,,1.2987%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,6,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,273587567594476,B08PKPR7LP - 8Pcs Cocktail Spoon Long,"=""551862428811578""",Sp Kw Br +stirring+spoons - B08PKPR7LP,10,ENABLED,legacy,,CPC,"=""287313508766238""",Sp Kw Br stirring spoons - B08PKPR7LP,ENABLED,B08PKPR7LP,TY-Q1XV-A8N7,UNKNOWN,,Unknown,Other on-Amazon,+stirring+spoons,BROAD,tall spoons for stirring,tall spoons for stirring,3,0.0%,1,0,,33.3333%,0.7,,0,0.7,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,5,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""299362373048865""",SP Kw Scavenger Smile,10,ENABLED,legacy,1500000,CPC,"=""401774250700970""",SP Kw Scavenger,ENABLED,B01CYB8RDY,LE-TH13-0N9I,UNKNOWN,,Unknown,Detail Page on-Amazon,"keyword-group=""Keywords related to your product category""",TARGETING_EXPRESSION,grocery bags,grocery bags,11,0.0%,1,0,,9.0909%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,13,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""494473176013978""",SP Kw Ex - nail swatch - B0776QYR57,20,ENABLED,legacy,,CPC,"=""525954610673823""",B0776QYR57-SP-Ext-nail swatch,ENABLED,B0776QYR57,JA-2HQA-0I4J,UNKNOWN,,Unknown,Top of Search on-Amazon,nail swatch,EXACT,nail swatches,nail swatches,9,18.1818%,3,0,,33.3333%,0.55667,,0,1.67,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 26, 2026",5,1,2026,8,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""299362373048865""",SP Kw Scavenger Smile,10,ENABLED,legacy,1500000,CPC,"=""401774250700970""",SP Kw Scavenger,ENABLED,B09ZHSVH6B,V0-UZZX-Y65R,UNKNOWN,,Unknown,Detail Page on-Amazon,regular spoon,BROAD,small spoons,small spoons,29,12.1212%,1,0,,3.4483%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,23,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,273587567594476,B08PKPR7LP - 8Pcs Cocktail Spoon Long,"=""365360489600152""",Sp Pt Cat [Iced Tea Spoons] - B08PKPR7LP,5,ENABLED,legacy,,CPC,"=""552901279257348""",Sp Pt Cat [Iced Tea Spoons] - B08PKPR7LP,ENABLED,B08PKPR7LP,TY-Q1XV-A8N7,UNKNOWN,,Unknown,Top of Search on-Amazon,"category=""Iced Tea Spoons""",TARGETING_EXPRESSION,12” lab spoons,12” lab spoons,1,0.0%,1,0,,100.0%,0.67,,0,0.67,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 26, 2026",5,1,2026,18,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,168395887663498,B075R3XR7Y - 4Pcs Cocktail Spoon Long,"=""307155278868190""",Sp Kw Ex Tos long spoons for stirring - B075R3XR7Y,6,ENABLED,legacy,,CPC,"=""543323948746266""",B075R3XR7Y-SP-Ext-long spoons for stirring,ENABLED,B075R3XR7Y,EM-5VD0-2FC5,UNKNOWN,,Unknown,Top of Search on-Amazon,long spoons for stirring,EXACT,long spoons for stirring,long spoons for stirring,2,0.0%,1,0,,50.0%,0.66,,0,0.66,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,18,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,168395887663498,B075R3XR7Y - 4Pcs Cocktail Spoon Long,"=""351218027449602""",Sp Kw Ex Tos stirring spoons - B075R3XR7Y,7,ENABLED,legacy,,CPC,"=""554015681044121""",B075R3XR7Y-SP-Ext-stirring spoons,ENABLED,B075R3XR7Y,EM-5VD0-2FC5,UNKNOWN,,Unknown,Top of Search on-Amazon,stirring spoons,EXACT,stir spoon,stir spoon,3,0.0%,2,1,,66.6667%,0.62,,0,1.24,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,18,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,209267796319904,B0CCF5LMKC - Vice grips,"=""444203720052318""",Sp Kw Phr vice grips pliers set - B0CCF5LMKC,5,ENABLED,legacy,,CPC,"=""450618581175969""",Sp Kw Phr vice grips pliers set - B0CCF5LMKC,ENABLED,B0CCF5LMKC,2O-BAYO-NPQE,UNKNOWN,,Unknown,Detail Page on-Amazon,vice grips pliers set,PHRASE,vice grips pliers set,vice grips pliers set,4,0.0%,1,0,,25.0%,0.4,,0,0.4,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 26, 2026",5,1,2026,16,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""299362373048865""",SP Kw Scavenger Smile,10,ENABLED,legacy,1500000,CPC,"=""401774250700970""",SP Kw Scavenger,ENABLED,B00XVF6Z3C,II-LXDF-8CBW,UNKNOWN,,Unknown,Other on-Amazon,spoon,BROAD,heart shaped wood spoons,heart shaped wood spoons,1,0.0%,1,0,,100.0%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,15,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""299362373048865""",SP Kw Scavenger Smile,10,ENABLED,legacy,1500000,CPC,"=""401774250700970""",SP Kw Scavenger,ENABLED,B0CMQY8L5X,BQ-OBU0-RU8S,UNKNOWN,,Unknown,Other on-Amazon,silver nail charms,BROAD,nail charms silver,nail charms silver,1,0.0%,1,1,,100.0%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,20,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""346610041611823""",Sp Pt Sug Cat List Scavenger,10,ENABLED,legacy,,CPC,"=""535922178927393""",Sp Pt Sug Cat List Scavenger,ENABLED,B00XVF6Z3C,II-LXDF-8CBW,UNKNOWN,,Unknown,Detail Page on-Amazon,"category=""Iced Tea Spoons""",TARGETING_EXPRESSION,B0F2HYJ8Z6,B0F2HYJ8Z6,1,0.0%,1,0,,100.0%,0.13,,0,0.13,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,18,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,151517480097056,B0CMQY8L5X - 100 Pcs Cross Nail Charms,"=""305720133121670""",SP Kw Br +nail+charms - B0CMQY8L5X,5,ENABLED,legacy,,CPC,"=""460082070452106""",SP Kw Br +nail+charms - B0CMQY8L5X,ENABLED,B0CMQY8L5X,YV-O0SE-7QIF,UNKNOWN,,Unknown,Other on-Amazon,+nail+charms,BROAD,nail gems and charms for short nails,nail gems and charms for short nails,1,0.0%,1,0,,100.0%,0.17,,0,0.17,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 27, 2026",5,1,2026,16,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,197265869679869,B08V7GSSYS - Defrosting Tray,"=""365191395086475""",Sp KW Ex rel cat - B08V7GSSYS,10,ENABLED,legacy,1500000,CPC,"=""533688988887401""",Sp KW Ex rel cat low bid - B08V7GSSYS,ENABLED,B08V7GSSYS,RM-7ZKA-A5LD,UNKNOWN,,Unknown,Detail Page on-Amazon,"keyword-group=""Keywords related to your product category""",TARGETING_EXPRESSION,thawing tray,thawing tray,7,0.0%,1,0,,14.2857%,0.28,,0,0.28,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,17,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,258730673842577,B0917J3DBG - Hose Clamp Pliers,"=""544496094566361""",SP Kw Ex hose clamp tool - B0917J3DBG,10,ENABLED,legacy,1500000,CPC,"=""453188161856545""",Exact,ENABLED,B0917J3DBG,ZP-NXDK-UGDV,UNKNOWN,,Unknown,Top of Search on-Amazon,hose clamp tool,EXACT,hose clamp tool,hose clamp tool,4,0.0%,2,0,,50.0%,0.72,,0,1.44,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,18,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,70692716392228,B08PFP1P1H - Red Crabs,"=""389216837807914""",Sp Auto Ros - B08PFP1P1H,5,ENABLED,legacy,,CPC,"=""387156008701962""",Auto,ENABLED,B08PFP1P1H,IK-4CG8-4UX1,UNKNOWN,,Unknown,Other on-Amazon,loose-match,TARGETING_EXPRESSION_PREDEFINED,nautical props,nautical props,3,0.0%,1,0,,33.3333%,0.0,,0,0.0,0,0.0,0,,0.0%,0.0%,,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,,0,,,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,22,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,193806455870425,B089YTQ1RL - Plastic Bobbins 360,"=""356053693255431""",Sp Kw Br +bobbins+plastic - B089YTQ1RL,5,ENABLED,legacy,,CPC,"=""297309674993345""",B089YTQ1RL-SP-Broad-bobbins plastic,ENABLED,B089YTQ1RL,69-AUCB-U9L1,UNKNOWN,,Unknown,Top of Search on-Amazon,+bobbins+plastic,BROAD,floss bobbins 2.15 dimension,floss bobbins 2.15 dimension,4,0.0%,1,0,,25.0%,0.6,,0,0.6,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,0,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,137886423153913,B0776QYR57 - Nail Swatch Sticks 200Pcs,"=""546481812728078""",Sp KW Ex Tos Ros - nail polish swatches - B0776QYR57,10,ENABLED,manual,,CPC,"=""417013540053508""",Sp KW Ex - nail polish swatches - B0776QYR57,ENABLED,B0776QYR57,JA-2HQA-0I4J,UNKNOWN,,Unknown,Top of Search on-Amazon,nail polish swatches,EXACT,nail polish swatches,nail polish swatches,2,0.0%,1,0,,50.0%,0.52,,0,0.52,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,19,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,70692716392228,B08PFP1P1H - Red Crabs,"=""389216837807914""",Sp Auto Ros - B08PFP1P1H,5,ENABLED,legacy,,CPC,"=""387156008701962""",Auto,ENABLED,B08PFP1P1H,IK-4CG8-4UX1,UNKNOWN,,Unknown,Other on-Amazon,loose-match,TARGETING_EXPRESSION_PREDEFINED,red crab bath toy,red crab bath toy,1,0.0%,1,1,,100.0%,0.3,,0,0.3,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,20,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""299362373048865""",SP Kw Scavenger Smile,10,ENABLED,legacy,1500000,CPC,"=""401774250700970""",SP Kw Scavenger,ENABLED,B077N229T6,LV-JRO3-X3S6,UNKNOWN,,Unknown,Detail Page on-Amazon,special spoon,BROAD,nut spoons,nut spoons,1,0.0%,1,0,,100.0%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,15,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,163180373102887,B0DNCW774C - Hose Pinch Off Pliers,"=""505026112758181""",Sp KW Ex - pinch off pliers - B0DNCW774C,4,ENABLED,legacy,,CPC,"=""409175202448123""",Sp KW Ex - pinch off pliers - B0DNCW774C,ENABLED,B0DNCW774C,68-B8JY-QH43,UNKNOWN,,Unknown,Detail Page on-Amazon,pinch off pliers,EXACT,pinch off pliers,pinch off pliers,28,6.6667%,2,0,,7.1429%,0.545,,0,1.09,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,13,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""299362373048865""",SP Kw Scavenger Smile,10,ENABLED,legacy,1500000,CPC,"=""401774250700970""",SP Kw Scavenger,ENABLED,B00XVF6Z3C,II-LXDF-8CBW,UNKNOWN,,Unknown,Other on-Amazon,spoon,BROAD,heart plastic spoon,heart plastic spoon,1,0.0%,1,0,,100.0%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,18,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""346610041611823""",Sp Pt Sug Cat List Scavenger,10,ENABLED,legacy,,CPC,"=""535922178927393""",Sp Pt Sug Cat List Scavenger,ENABLED,B01LYWC52D,M2-1NUR-FVP4,UNKNOWN,,Unknown,Detail Page on-Amazon,"category=""Bottle Openers""",TARGETING_EXPRESSION,B014FKO6AA,B014FKO6AA,1,0.0%,1,0,,100.0%,0.17,,0,0.17,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,16,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,258711661290652,B0FWXRVK9Y - Chrome Nail Powder Kit,"=""367222554866819""",Sp Kw Sr Scavenger - B0FWXRVK9Y,5,ENABLED,legacy,,CPC,"=""365293285133846""",Sp Kw Sr Scavenger - B0FWXRVK9Y,ENABLED,B0FWXRVK9Y,4F-XCVQ-2NOX,UNKNOWN,,Unknown,Other on-Amazon,sistaco nail powder,PHRASE,sistaco nail powder kit,sistaco nail powder kit,1,0.0%,1,0,,100.0%,0.4,,0,0.4,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,8,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,70692716392228,B08PFP1P1H - Red Crabs,"=""317822163220951""",SP Kw Br +crab+decor - B08PFP1P1H,7,ENABLED,legacy,,CPC,"=""538249216893484""",SP Kw Br +crab+decor - B08PFP1P1H,ENABLED,B08PFP1P1H,IK-4CG8-4UX1,UNKNOWN,,Unknown,Other on-Amazon,+crab+decor,BROAD,decorative coastal crabs,decorative coastal crabs,2,0.0%,1,0,,50.0%,0.49,,0,0.49,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,16,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""346610041611823""",Sp Pt Sug Cat List Scavenger,10,ENABLED,legacy,,CPC,"=""535922178927393""",Sp Pt Sug Cat List Scavenger,ENABLED,B01CYB8RDY,LE-TH13-0N9I,UNKNOWN,,Unknown,Detail Page on-Amazon,"category=""Shoe Bags""",TARGETING_EXPRESSION,B073SWSJLF,B073SWSJLF,1,0.0%,1,1,,100.0%,0.08,,0,0.08,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 26, 2026",5,1,2026,11,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,264568669930856,Scavenger Smile,"=""299362373048865""",SP Kw Scavenger Smile,10,ENABLED,legacy,1500000,CPC,"=""401774250700970""",SP Kw Scavenger,ENABLED,B0DKC5899Z,RQ-V550-5CL7,UNKNOWN,,Unknown,Detail Page on-Amazon,stainless spoon,BROAD,small spoons,small spoons,20,0.0%,1,0,,5.0%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,15,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,273587567594476,B08PKPR7LP - 8Pcs Cocktail Spoon Long,"=""551862428811578""",Sp Kw Br +stirring+spoons - B08PKPR7LP,10,ENABLED,legacy,,CPC,"=""287313508766238""",Sp Kw Br stirring spoons - B08PKPR7LP,ENABLED,B08PKPR7LP,TY-Q1XV-A8N7,UNKNOWN,,Unknown,Top of Search on-Amazon,+stirring+spoons,BROAD,coffee stirring spoons,coffee stirring spoons,1,0.0%,1,0,,100.0%,0.78,,0,0.78,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,12,"=""amzn1.ads-account.g.91kiw0ra4qgr315wjmiot7e7h""",SmilesForFriends,Sponsored Products,242962102808048,B0747DNK9C - Keychain Clips 100,"=""553240453625407""",Sp KW Br Tos +plastic+keychain+clip - B0747DNK9C,5,ENABLED,legacy,,CPC,"=""539886937946726""",Sp KW Br +plastic+keychain+clip - B0747DNK9C,ENABLED,B0747DNK9C,60-UWT3-LOAV,UNKNOWN,,Unknown,Top of Search on-Amazon,+plastic+keychain+clip,BROAD,plastic keychain clip and chains,plastic keychain clip and chains,1,0.0%,1,0,,100.0%,0.64,,0,0.64,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
